,count,log_count,grid_count,log_grid,FRDBI_count,log_FRDBI_count,FRDBI_grid,log_FRDBI_grid,logit_grid,logit_FRDB_grid,,
Pseudoboletus parasiticus,39,1.591064607,10,1,575,2.759667845,227,2.356025857,-1.781036939,-1.000573579,,
Pseudocercospora viburnigena,1,0,1,0,19,1.278753601,12,1.079181246,-2.787460475,-2.31666913,,
Pseudoclitocybe cyathiformis,107,2.029383778,54,1.73239376,995,2.997823081,379,2.57863921,-1.015794267,-0.747901459,,
Pseudoclitocybe expallens,2,0.301029996,2,0.301029996,25,1.397940009,15,1.176091259,-2.485721426,-2.219235134,,
Pseudocraterellus undulatus,9,0.954242509,5,0.698970004,433,2.636487896,202,2.305351369,-2.085647288,-1.055998655,,
Pseudohydnum gelatinosum,27,1.431363764,14,1.146128036,396,2.597695186,203,2.307496038,-1.632023215,-1.053664957,,
Pseudoinonotus dryadeus,16,1.204119983,12,1.079181246,793,2.899273187,299,2.475671188,-1.700415245,-0.866948854,,
Pseudomassaria corni,1,0,1,0,5,0.698970004,2,0.301029996,-2.787460475,-3.096562438,,
Pseudomerulius aureus,4,0.602059991,3,0.477121255,42,1.62324929,14,1.146128036,-2.308919956,-2.249373089,,
Pseudonectria rousseliana,2,0.301029996,1,0,44,1.643452676,28,1.447158031,-2.787460475,-1.945890435,,
Pseudopeziza trifolii,1,0,1,0,195,2.290034611,113,2.053078443,-2.787460475,-1.324773976,,
Pseudovalsa lanciformis,1,0,1,0,71,1.851258349,42,1.62324929,-2.787460475,-1.767332588,,
Psilachnum acutum,1,0,1,0,26,1.414973348,14,1.146128036,-2.787460475,-2.249373089,,
Psilachnum eburneum,1,0,1,0,135,2.130333768,86,1.934498451,-2.787460475,-1.448238815,,
Psilocybe coprophila,18,1.255272505,12,1.079181246,297,2.472756449,159,2.201397124,-1.700415245,-1.168004289,,
Psilocybe crobula,24,1.380211242,17,1.230448921,165,2.217483944,85,1.929418926,-1.54552541,-1.453498209,,
Psilocybe cyanescens,2,0.301029996,1,0,211,2.324282455,79,1.897627091,-2.787460475,-1.486367698,,
Psilocybe inquilina,13,1.113943352,8,0.903089987,200,2.301029996,102,2.008600172,-1.879382637,-1.371249007,,
Psilocybe merdaria,15,1.176091259,9,0.954242509,137,2.136720567,63,1.799340549,-1.827512865,-1.58751498,,
Psilocybe montana,11,1.041392685,7,0.84509804,292,2.465382851,139,2.1430148,-1.938090651,-1.230081187,,
Psilocybe semilanceata,17,1.230448921,16,1.204119983,2217,3.345765693,754,2.877371346,-1.572581201,-0.364672893,,
Psilocybe strictipes,1,0,1,0,17,1.230448921,11,1.041392685,-2.787460475,-2.354632211,,
Psilocybe subviscida var. velata,1,0,1,0,40,1.602059991,25,1.397940009,-2.787460475,-1.995635195,,
Pteroconium intermedium,1,0,1,0,12,1.079181246,7,0.84509804,-2.787460475,-2.551624238,,
Pterula gracilis,1,0,1,0,84,1.924279286,44,1.643452676,-2.787460475,-1.746775686,,
Pterula multifida,3,0.477121255,3,0.477121255,31,1.491361694,18,1.255272505,-2.308919956,-2.139529272,,
Puccinia adoxae,2,0.301029996,2,0.301029996,313,2.495544338,158,2.198657087,-2.485721426,-1.170929804,,
Puccinia aegopodii,5,0.698970004,4,0.602059991,204,2.309630167,106,2.025305865,-2.183269844,-1.353818281,,
Puccinia albescens,2,0.301029996,2,0.301029996,156,2.193124598,76,1.880813592,-2.485721426,-1.503719023,,
Puccinia allii,4,0.602059991,4,0.602059991,136,2.133538908,63,1.799340549,-2.183269844,-1.58751498,,
Puccinia antirrhini,4,0.602059991,3,0.477121255,162,2.209515015,71,1.851258349,-2.308919956,-1.534169166,,
Puccinia arenariae,3,0.477121255,3,0.477121255,1001,3.000434077,405,2.607455023,-2.308919956,-0.713729004,,
Puccinia betonicae,3,0.477121255,2,0.301029996,100,2,54,1.73239376,-2.485721426,-1.656062693,,
Puccinia buxi,2,0.301029996,2,0.301029996,429,2.632457292,100,2,-2.485721426,-1.380211242,,
Puccinia calcitrapae,2,0.301029996,2,0.301029996,431,2.63447727,201,2.303196057,-2.485721426,-1.058342914,,
Puccinia calthae,1,0,1,0,32,1.505149978,25,1.397940009,-2.787460475,-1.995635195,,
Puccinia campanulae,1,0,1,0,6,0.77815125,5,0.698970004,-2.787460475,-2.698100546,,
Puccinia caricina var. caricina,3,0.477121255,3,0.477121255,881,2.944975908,399,2.600972896,-2.308919956,-0.721453157,,
Puccinia caricina var. ribesii-pendulae,23,1.361727836,8,0.903089987,487,2.687528961,225,2.352182518,-1.879382637,-1.004798883,,
Puccinia circaeae,9,0.954242509,6,0.77815125,492,2.691965103,252,2.401400541,-2.005752329,-0.950395766,,
Puccinia cnici,1,0,1,0,407,2.609594409,208,2.318063335,-2.787460475,-1.042151278,,
Puccinia cnici-oleracei,3,0.477121255,2,0.301029996,276,2.440909082,117,2.068185862,-2.485721426,-1.308938181,,
Puccinia coronata,12,1.079181246,11,1.041392685,772,2.8876173,336,2.526339277,-1.738924627,-0.808917979,,
Puccinia dioicae var. dioicae,3,0.477121255,3,0.477121255,30,1.477121255,25,1.397940009,-2.308919956,-1.995635195,,
Puccinia festucae,1,0,1,0,42,1.62324929,29,1.462397998,-2.787460475,-1.930474748,,
Puccinia glechomatis,5,0.698970004,5,0.698970004,569,2.755112266,250,2.397940009,-2.085647288,-0.954242509,,
Puccinia graminis subsp. graminis,58,1.763427994,29,1.462397998,154,2.187520721,90,1.954242509,-1.304757868,-1.427774533,,
Puccinia hieracii var. hieracii,1,0,1,0,483,2.683947131,248,2.394451681,-2.787460475,-0.958116705,,
Puccinia hysterium,2,0.301029996,2,0.301029996,56,1.748188027,27,1.431363764,-2.485721426,-1.961860352,,
Puccinia iridis,17,1.230448921,9,0.954242509,163,2.212187604,72,1.857332496,-1.827512865,-1.527916186,,
Puccinia lagenophorae,66,1.819543936,17,1.230448921,829,2.918554531,332,2.521138084,-1.54552541,-0.814921194,,
Puccinia lapsanae,6,0.77815125,4,0.602059991,549,2.739572344,258,2.411619706,-2.183269844,-0.939015902,,
Puccinia maculosa,2,0.301029996,2,0.301029996,63,1.799340549,37,1.568201724,-2.485721426,-1.823262688,,
Puccinia magnusiana,2,0.301029996,2,0.301029996,131,2.117271296,72,1.857332496,-2.485721426,-1.527916186,,
Puccinia malvacearum,49,1.69019608,17,1.230448921,691,2.839478047,348,2.541579244,-1.54552541,-0.791263023,,
Puccinia menthae,10,1,8,0.903089987,593,2.773054693,287,2.457881897,-1.879382637,-0.887099517,,
Puccinia nitida,1,0,1,0,36,1.556302501,19,1.278753601,-2.787460475,-2.115873163,,
Puccinia oxalidis,1,0,1,0,173,2.238046103,69,1.838849091,-2.787460475,-1.546935868,,
Puccinia pelargonii-zonalis,4,0.602059991,2,0.301029996,36,1.556302501,14,1.146128036,-2.485721426,-2.249373089,,
Puccinia phragmitis,1,0,1,0,267,2.426511261,127,2.103803721,-2.787460475,-1.271494017,,
Puccinia poarum,3,0.477121255,3,0.477121255,956,2.980457892,391,2.592176757,-2.308919956,-0.731899822,,
Puccinia porri,1,0,1,0,16,1.204119983,8,0.903089987,-2.787460475,-2.493458051,,
Puccinia primulae,1,0,1,0,211,2.324282455,93,1.968482949,-2.787460475,-1.412993142,,
Puccinia pulverulenta,4,0.602059991,3,0.477121255,441,2.644438589,232,2.365487985,-2.308919956,-0.990155065,,
Puccinia punctata,1,0,1,0,305,2.484299839,130,2.113943352,-2.787460475,-1.260804994,,
Puccinia punctiformis,31,1.491361694,23,1.361727836,1379,3.139564266,565,2.752048448,-1.409859645,-0.534632522,,
Puccinia sessilis,82,1.913813852,47,1.672097858,1142,3.057666104,408,2.610660163,-1.081485201,-0.709901517,,
Puccinia sorghi,1,0,1,0,8,0.903089987,8,0.903089987,-2.787460475,-2.493458051,,
Puccinia striiformis var. striiformis,2,0.301029996,2,0.301029996,92,1.963787827,49,1.69019608,-2.485721426,-1.699147231,,
Puccinia urticata var. urticae-acutae,1,0,1,0,6,0.77815125,5,0.698970004,-2.787460475,-2.698100546,,
Puccinia urticata var. urticata,23,1.361727836,14,1.146128036,80,1.903089987,58,1.763427994,-1.632023215,-1.624317666,,
Puccinia variabilis,4,0.602059991,2,0.301029996,196,2.292256071,91,1.959041392,-2.485721426,-1.422795408,,
Puccinia vincae,29,1.462397998,7,0.84509804,209,2.320146286,84,1.924279286,-1.938090651,-1.458817644,,
Puccinia violae,7,0.84509804,7,0.84509804,752,2.876217841,358,2.553883027,-1.938090651,-0.77693644,,
Pucciniastrum guttatum,1,0,1,0,143,2.155336037,61,1.785329835,-2.787460475,-1.601881965,,
Pulvinula convexella,1,0,1,0,106,2.025305865,46,1.662757832,-2.787460475,-1.727116727,,
Pustula tragopogonis,2,0.301029996,2,0.301029996,360,2.556302501,135,2.130333768,-2.485721426,-1.243497377,,
Pyrenopeziza escharodes,1,0,1,0,198,2.29666519,104,2.017033339,-2.787460475,-1.362453474,,
Pyrenopeziza kolaensis,2,0.301029996,2,0.301029996,10,1,6,0.77815125,-2.485721426,-2.618745199,,
Pyrenopeziza pastinacae,3,0.477121255,3,0.477121255,55,1.740362689,34,1.531478917,-2.308919956,-1.860514155,,
Pyrenopeziza revincta,1,0,1,0,496,2.695481676,189,2.276461804,-2.787460475,-1.087338141,,
Pyrenopeziza umbellatarum,1,0,1,0,3,0.477121255,1,0,-2.787460475,-3.397766256,,
Pyrenopeziza urticicola,3,0.477121255,2,0.301029996,196,2.292256071,133,2.123851641,-2.485721426,-1.250346617,,
Pyrenophora dictyoides,1,0,1,0,23,1.361727836,8,0.903089987,-2.787460475,-2.493458051,,
Pyrenula macrospora,1,0,1,0,26,1.414973348,18,1.255272505,-2.787460475,-2.139529272,,
Pyronema domesticum,1,0,1,0,75,1.875061263,47,1.672097858,-2.787460475,-1.71759969,,
Pyronema omphalodes,2,0.301029996,2,0.301029996,128,2.10720997,81,1.908485019,-2.485721426,-1.475150849,,
Quaternaria quaternata,2,0.301029996,2,0.301029996,255,2.40654018,125,2.096910013,-2.485721426,-1.278753601,,
Radulomyces confluens,12,1.079181246,10,1,1064,3.026941628,411,2.613841822,-1.781036939,-0.706096618,,
Radulomyces molaris,1,0,1,0,284,2.45331834,131,2.117271296,-2.787460475,-1.257293765,,
Ramalina farinacea,3,0.477121255,3,0.477121255,199,2.298853076,72,1.857332496,-2.308919956,-1.527916186,,
Ramaria abietina,5,0.698970004,5,0.698970004,275,2.439332694,120,2.079181246,-2.085647288,-1.297395711,,
Ramaria fennica var. griseolilacina,1,0,1,0,12,1.079181246,6,0.77815125,-2.787460475,-2.618745199,,
Ramaria flaccida,2,0.301029996,2,0.301029996,60,1.77815125,28,1.447158031,-2.485721426,-1.945890435,,
Ramaria formosa,1,0,1,0,56,1.748188027,21,1.322219295,-2.787460475,-2.072057232,,
Ramaria gracilis,1,0,1,0,42,1.62324929,20,1.301029996,-2.787460475,-2.093421685,,
Ramaria pallida,3,0.477121255,3,0.477121255,14,1.146128036,12,1.079181246,-2.308919956,-2.31666913,,
Ramaria stricta,60,1.77815125,38,1.579783597,852,2.930439595,325,2.511883361,-1.180638887,-0.8255759,,
Ramariopsis kunzei,7,0.84509804,6,0.77815125,224,2.350248018,104,2.017033339,-2.005752329,-1.362453474,,
Ramariopsis subtilis,2,0.301029996,1,0,135,2.130333768,56,1.748188027,-2.787460475,-1.639913175,,
Ramariopsis tenuiramosa,1,0,1,0,20,1.301029996,17,1.230448921,-2.787460475,-2.164527798,,
Ramsbottomia asperior,1,0,1,0,101,2.004321374,62,1.792391689,-2.787460475,-1.594642012,,
Ramularia ajugae,2,0.301029996,2,0.301029996,30,1.477121255,21,1.322219295,-2.485721426,-2.072057232,,
Ramularia archangelicae,1,0,1,0,3,0.477121255,3,0.477121255,-2.787460475,-2.920297288,,
Ramularia ari,5,0.698970004,5,0.698970004,372,2.57054294,140,2.146128036,-2.085647288,-1.226783967,,
Ramularia armoraciae,1,0,1,0,15,1.176091259,11,1.041392685,-2.787460475,-2.354632211,,
Ramularia beticola,2,0.301029996,1,0,5,0.698970004,5,0.698970004,-2.787460475,-2.698100546,,
Ramularia calcea,9,0.954242509,7,0.84509804,43,1.633468456,27,1.431363764,-1.938090651,-1.961860352,,
Ramularia centaureae,1,0,1,0,9,0.954242509,8,0.903089987,-2.787460475,-2.493458051,,
Ramularia centranthi,1,0,1,0,11,1.041392685,10,1,-2.787460475,-2.396199347,,
Ramularia circaeae,4,0.602059991,3,0.477121255,37,1.568201724,22,1.342422681,-2.308919956,-2.051678621,,
Ramularia didyma,4,0.602059991,2,0.301029996,202,2.305351369,118,2.071882007,-2.485721426,-1.30505975,,
Ramularia gei,10,1,6,0.77815125,26,1.414973348,17,1.230448921,-2.005752329,-2.164527798,,
Ramularia geranii,1,0,1,0,23,1.361727836,10,1,-2.787460475,-2.396199347,,
Ramularia hellebori,6,0.77815125,5,0.698970004,14,1.146128036,11,1.041392685,-2.085647288,-2.354632211,,
Ramularia heraclei,5,0.698970004,3,0.477121255,32,1.505149978,23,1.361727836,-2.308919956,-2.032198171,,
Ramularia keithii,1,0,1,0,2,0.301029996,2,0.301029996,-2.787460475,-3.096562438,,
Ramularia knautiae,1,0,1,0,10,1,8,0.903089987,-2.787460475,-2.493458051,,
Ramularia lysimachiarum,1,0,1,0,10,1,8,0.903089987,-2.787460475,-2.493458051,,
Ramularia menthicola,2,0.301029996,2,0.301029996,12,1.079181246,8,0.903089987,-2.485721426,-2.493458051,,
Ramularia montana,1,0,1,0,25,1.397940009,20,1.301029996,-2.787460475,-2.093421685,,
Ramularia primulae,21,1.322219295,14,1.146128036,114,2.056904851,62,1.792391689,-1.632023215,-1.594642012,,
Ramularia purpurascens,1,0,1,0,42,1.62324929,23,1.361727836,-2.787460475,-2.032198171,,
Ramularia rhabdospora,1,0,1,0,75,1.875061263,41,1.612783857,-2.787460475,-1.777974672,,
Ramularia rhei,2,0.301029996,2,0.301029996,2,0.301029996,2,0.301029996,-2.485721426,-3.096562438,,
Ramularia rosea,1,0,1,0,6,0.77815125,2,0.301029996,-2.787460475,-3.096562438,,
Ramularia scrophulariae,21,1.322219295,7,0.84509804,66,1.819543936,43,1.633468456,-1.938090651,-1.756936701,,
Ramularia succisae,1,0,1,0,9,0.954242509,7,0.84509804,-2.787460475,-2.551624238,,
Ramularia sylvestris,1,0,1,0,14,1.146128036,14,1.146128036,-2.787460475,-2.249373089,,
Ramularia taraxaci,3,0.477121255,3,0.477121255,47,1.672097858,28,1.447158031,-2.308919956,-1.945890435,,
Ramularia ulmariae,1,0,1,0,30,1.477121255,23,1.361727836,-2.787460475,-2.032198171,,
Readeriella mirabilis,1,0,1,0,12,1.079181246,7,0.84509804,-2.787460475,-2.551624238,,
Repetophragma goidanichii,1,0,1,0,72,1.857332496,25,1.397940009,-2.787460475,-1.995635195,,
Resinicium bicolor,1,0,1,0,376,2.575187845,191,2.281033367,-2.787460475,-1.082390566,,
Resinomycena saccharifera,2,0.301029996,2,0.301029996,242,2.383815366,132,2.120573931,-2.485721426,-1.253807767,,
Resupinatus applicatus,33,1.51851394,24,1.380211242,556,2.745074792,302,2.480006943,-1.39064077,-0.862020745,,
Rhexoampullifera fagi,1,0,1,0,3,0.477121255,3,0.477121255,-2.787460475,-2.920297288,,
Rhizina undulata,11,1.041392685,5,0.698970004,214,2.330413773,118,2.071882007,-2.085647288,-1.30505975,,
Rhizodiscina lignyota,6,0.77815125,6,0.77815125,88,1.944482672,58,1.763427994,-2.005752329,-1.624317666,,
Rhizomarasmius undatus,3,0.477121255,2,0.301029996,123,2.089905111,57,1.755874856,-2.485721426,-1.632048611,,
Rhizopogon luteolus,1,0,1,0,282,2.450249108,116,2.064457989,-2.787460475,-1.312848262,,
Rhizopus stolonifer,2,0.301029996,2,0.301029996,66,1.819543936,40,1.602059991,-2.485721426,-1.788875116,,
Rhodocollybia butyracea,423,2.626340367,107,2.029383778,7728,3.888067113,1149,3.060320029,-0.675624182,-0.07033532,,
Rhodocollybia maculata,127,2.103803721,58,1.763427994,4091,3.611829479,932,2.969415912,-0.981646798,-0.225930146,,
Rhodocollybia prolixa var. distorta,3,0.477121255,3,0.477121255,181,2.257678575,113,2.053078443,-2.308919956,-1.324773976,,
Rhodocybe gemina,8,0.903089987,3,0.477121255,131,2.117271296,60,1.77815125,-2.308919956,-1.609238576,,
Rhodocybe nitellina,1,0,1,0,18,1.255272505,15,1.176091259,-2.787460475,-2.219235134,,
Rhodotus palmatus,16,1.204119983,11,1.041392685,930,2.968482949,292,2.465382851,-1.738924627,-0.878616218,,
Rhopographus filicinus,72,1.857332496,30,1.477121255,2117,3.325720858,656,2.816903839,-1.289291592,-0.448857077,,
Rhytisma acerinum,253,2.403120521,103,2.012837225,5991,3.77749932,1316,3.119255889,-0.695583675,0.045904187,,
Rhytisma salicinum,2,0.301029996,2,0.301029996,171,2.23299611,92,1.963787827,-2.485721426,-1.417868655,,
Rickenella fibula,149,2.173186268,53,1.72427587,4137,3.616685521,1094,3.039017322,-1.024686992,-0.108967999,,
Rickenella swartzii,82,1.913813852,43,1.633468456,1600,3.204119983,621,2.7930916,-1.123167653,-0.48083518,,
Rigidoporus ulmarius,18,1.255272505,13,1.113943352,324,2.51054501,147,2.167317335,-1.66493112,-1.204304592,,
Ripartites tricholoma,7,0.84509804,6,0.77815125,309,2.489958479,145,2.161368002,-2.005752329,-1.210622909,,
Rosellinia aquila,2,0.301029996,2,0.301029996,531,2.725094521,253,2.403120521,-2.485721426,-0.948482551,,
Rosellinia mammiformis,3,0.477121255,1,0,241,2.382017043,136,2.133538908,-2.787460475,-1.240108564,,
Rubinoboletus rubinus,1,0,1,0,120,2.079181246,34,1.531478917,-2.787460475,-1.860514155,,
Rugosomyces carneus,34,1.531478917,22,1.342422681,1165,3.066325925,467,2.669316881,-1.429899026,-0.638820498,,
Rugosomyces chrysenteron,1,0,1,0,13,1.113943352,12,1.079181246,-2.787460475,-2.31666913,,
Rugosomyces ionides,1,0,1,0,123,2.089905111,54,1.73239376,-2.787460475,-1.656062693,,
Rugosomyces obscurissimus,1,0,1,0,57,1.755874856,22,1.342422681,-2.787460475,-2.051678621,,
Russula acrifolia,1,0,1,0,26,1.414973348,19,1.278753601,-2.787460475,-2.115873163,,
Russula adusta,154,2.187520721,66,1.819543936,345,2.537819095,148,2.170261715,-0.919236623,-1.201175602,,
Russula aeruginea,55,1.740362689,29,1.462397998,1647,3.216693599,558,2.746634199,-1.304757868,-0.541615027,,
Russula albonigra,2,0.301029996,2,0.301029996,203,2.307496038,124,2.093421685,-2.485721426,-1.282424751,,
Russula alutacea,3,0.477121255,3,0.477121255,93,1.968482949,56,1.748188027,-2.308919956,-1.639913175,,
Russula amoenicolor,3,0.477121255,3,0.477121255,10,1,9,0.954242509,-2.308919956,-2.442131218,,
Russula amoenolens,4,0.602059991,2,0.301029996,269,2.42975228,125,2.096910013,-2.485721426,-1.278753601,,
Russula atropurpurea,282,2.450249108,72,1.857332496,4708,3.672836454,919,2.963315511,-0.87666679,-0.235616359,,
Russula atrorubens,2,0.301029996,2,0.301029996,12,1.079181246,11,1.041392685,-2.485721426,-2.354632211,,
Russula aurea,2,0.301029996,2,0.301029996,53,1.72427587,29,1.462397998,-2.485721426,-1.930474748,,
Russula azurea,2,0.301029996,2,0.301029996,21,1.322219295,13,1.113943352,-2.485721426,-2.281732433,,
Russula betularum,85,1.929418926,27,1.431363764,2598,3.414639147,748,2.873901598,-1.337274337,-0.369632504,,
Russula brunneoviolacea,29,1.462397998,19,1.278753601,206,2.31386722,120,2.079181246,-1.495763365,-1.297395711,,
Russula caerulea,16,1.204119983,13,1.113943352,712,2.852479994,274,2.437750563,-1.66493112,-0.909774597,,
Russula cavipes,1,0,1,0,6,0.77815125,3,0.477121255,-2.787460475,-2.920297288,,
Russula chloroides,2,0.301029996,2,0.301029996,400,2.602059991,179,2.252853031,-2.485721426,-1.112822109,,
Russula claroflava,50,1.698970004,23,1.361727836,1360,3.133538908,465,2.667452953,-1.409859645,-0.641111461,,
Russula cyanoxantha,242,2.383815366,64,1.806179974,5142,3.711132072,1018,3.007747778,-0.934182716,-0.163100426,,
Russula decipiens,1,0,1,0,37,1.568201724,23,1.361727836,-2.787460475,-2.032198171,,
Russula delica,50,1.698970004,32,1.505149978,1284,3.108565024,453,2.656098202,-1.259773006,-0.655019641,,
Russula densifolia,35,1.544068044,21,1.322219295,835,2.921686475,363,2.559906625,-1.450835399,-0.769897897,,
Russula emetica,88,1.944482672,46,1.662757832,1680,3.225309282,525,2.720159303,-1.091590504,-0.575407797,,
Russula exalbicans,15,1.176091259,10,1,487,2.687528961,225,2.352182518,-1.781036939,-1.004798883,,
Russula farinipes,12,1.079181246,10,1,311,2.492760389,162,2.209515015,-1.781036939,-1.159329492,,
Russula fellea,98,1.991226076,41,1.612783857,3293,3.517591731,731,2.863917377,-1.145370765,-0.383810456,,
Russula foetens,61,1.785329835,30,1.477121255,1093,3.038620162,472,2.673941999,-1.289291592,-0.633125952,,
Russula fragilis var. fragilis,73,1.86332286,38,1.579783597,2420,3.383815366,698,2.843855423,-1.180638887,-0.411899364,,
Russula fragilis var. knauthii,80,1.903089987,24,1.380211242,126,2.100370545,23,1.361727836,-1.39064077,-2.032198171,,
Russula fuscorubroides,1,0,1,0,17,1.230448921,15,1.176091259,-2.787460475,-2.219235134,,
Russula gracillima,19,1.278753601,11,1.041392685,500,2.698970004,256,2.408239965,-1.738924627,-0.942782887,,
Russula grata,22,1.342422681,15,1.176091259,541,2.733197265,210,2.322219295,-1.601335563,-1.037616188,,
Russula heterophylla,165,2.217483944,60,1.77815125,715,2.854306042,303,2.481442629,-0.965358514,-0.860387428,,
Russula ionochlora,6,0.77815125,4,0.602059991,607,2.783188691,279,2.445604203,-2.183269844,-0.900944355,,
Russula langei,5,0.698970004,4,0.602059991,32,1.505149978,17,1.230448921,-2.183269844,-2.164527798,,
Russula lilacea,2,0.301029996,2,0.301029996,33,1.51851394,18,1.255272505,-2.485721426,-2.139529272,,
Russula luteotacta,5,0.698970004,5,0.698970004,280,2.447158031,133,2.123851641,-2.085647288,-1.250346617,,
Russula maculata,1,0,1,0,52,1.716003344,36,1.556302501,-2.787460475,-1.835338203,,
Russula melliolens,2,0.301029996,2,0.301029996,49,1.69019608,28,1.447158031,-2.485721426,-1.945890435,,
Russula minutula,2,0.301029996,2,0.301029996,13,1.113943352,10,1,-2.485721426,-2.396199347,,
Russula mustelina,2,0.301029996,2,0.301029996,9,0.954242509,6,0.77815125,-2.485721426,-2.618745199,,
Russula nauseosa,2,0.301029996,2,0.301029996,147,2.167317335,73,1.86332286,-2.485721426,-1.521746916,,
Russula nigricans,103,2.012837225,46,1.662757832,4701,3.672190251,1053,3.022428371,-1.091590504,-0.13804016,,
Russula nitida,10,1,8,0.903089987,968,2.985875357,397,2.598790507,-1.879382637,-0.724048766,,
Russula nobilis,275,2.439332694,71,1.851258349,3454,3.538322333,717,2.855519156,-0.883541481,-0.395632188,,
Russula ochroleuca,504,2.702430536,100,2,9550,3.980003372,1358,3.13289977,-0.710963119,0.075233666,,
Russula odorata,2,0.301029996,2,0.301029996,76,1.880813592,43,1.633468456,-2.485721426,-1.756936701,,
Russula olivacea,1,0,1,0,157,2.195899652,93,1.968482949,-2.787460475,-1.412993142,,
Russula paludosa,6,0.77815125,2,0.301029996,204,2.309630167,62,1.792391689,-2.485721426,-1.594642012,,
Russula parazurea,14,1.146128036,10,1,1479,3.169968174,427,2.630427875,-1.781036939,-0.686171427,,
Russula pectinata,9,0.954242509,2,0.301029996,33,1.51851394,22,1.342422681,-2.485721426,-2.051678621,,
Russula pectinatoides,10,1,8,0.903089987,203,2.307496038,115,2.06069784,-1.879382637,-1.316790543,,
Russula pelargonia,1,0,1,0,42,1.62324929,28,1.447158031,-2.787460475,-1.945890435,,
Russula pseudointegra,11,1.041392685,8,0.903089987,439,2.64246452,175,2.243038049,-1.879382637,-1.123384909,,
Russula puellaris,5,0.698970004,5,0.698970004,852,2.930439595,356,2.551449998,-2.085647288,-0.779774783,,
Russula queletii,1,0,1,0,451,2.654176542,198,2.29666519,-2.787460475,-1.065440129,,
Russula risigallina,11,1.041392685,9,0.954242509,288,2.459392488,133,2.123851641,-1.827512865,-1.250346617,,
Russula romellii,2,0.301029996,2,0.301029996,120,2.079181246,69,1.838849091,-2.485721426,-1.546935868,,
Russula rosea,36,1.556302501,20,1.301029996,785,2.894869657,286,2.456366033,-1.472756449,-0.888811583,,
Russula sanguinaria,17,1.230448921,15,1.176091259,544,2.7355989,244,2.387389826,-1.601335563,-0.965949269,,
Russula sardonia,61,1.785329835,39,1.591064607,1438,3.157758886,449,2.652246341,-1.168603238,-0.659719319,,
Russula silvestris,4,0.602059991,4,0.602059991,612,2.786751422,249,2.396199347,-2.183269844,-0.956176148,,
Russula solaris,8,0.903089987,6,0.77815125,81,1.908485019,49,1.69019608,-2.005752329,-1.699147231,,
Russula sororia,44,1.643452676,22,1.342422681,897,2.952792443,346,2.539076099,-1.429899026,-0.7941696,,
Russula turci,1,0,1,0,178,2.250420002,87,1.939519253,-2.787460475,-1.443038069,,
Russula velenovskyi,19,1.278753601,15,1.176091259,672,2.827369273,304,2.482873584,-1.601335563,-0.858758752,,
Russula versicolor,8,0.903089987,6,0.77815125,338,2.5289167,195,2.290034611,-2.005752329,-1.072636318,,
Russula vesca,32,1.505149978,20,1.301029996,1975,3.2955671,639,2.805500858,-1.472756449,-0.464245515,,
Russula veternosa,1,0,1,0,73,1.86332286,49,1.69019608,-2.787460475,-1.699147231,,
Russula violacea,4,0.602059991,4,0.602059991,41,1.612783857,26,1.414973348,-2.183269844,-1.978426347,,
Russula violeipes,16,1.204119983,13,1.113943352,400,2.602059991,179,2.252853031,-1.66493112,-1.112822109,,
Russula virescens,41,1.612783857,24,1.380211242,396,2.597695186,159,2.201397124,-1.39064077,-1.168004289,,
Russula xerampelina,97,1.986771734,47,1.672097858,1398,3.145507171,496,2.695481676,-1.081485201,-0.606416041,,
Rutstroemia bolaris,1,0,1,0,5,0.698970004,4,0.602059991,-2.787460475,-2.79518459,,
Rutstroemia firma,22,1.342422681,18,1.255272505,624,2.79518459,280,2.447158031,-1.519973755,-0.899194943,,
Rutstroemia petiolorum,1,0,1,0,69,1.838849091,53,1.72427587,-2.787460475,-1.6643581,,
Rutstroemia sydowiana,1,0,1,0,286,2.456366033,157,2.195899652,-2.787460475,-1.173872636,,
Saccothecium sepincola,1,0,1,0,20,1.301029996,14,1.146128036,-2.787460475,-2.249373089,,
Sarcomyxa serotina,31,1.491361694,21,1.322219295,953,2.979092901,355,2.550228353,-1.450835399,-0.781198943,,
Sarcopodium roseum,1,0,1,0,3,0.477121255,3,0.477121255,-2.787460475,-2.920297288,,
Sarcoscypha austriaca var. austriaca,78,1.892094603,46,1.662757832,1095,3.039414119,293,2.46686762,-1.091590504,-0.876934713,,
Sarcoscypha coccinea,39,1.591064607,22,1.342422681,228,2.357934847,122,2.086359831,-1.429899026,-1.28985202,,
Sarcosphaera coronaria,9,0.954242509,4,0.602059991,62,1.792391689,16,1.204119983,-2.183269844,-2.191031609,,
Sawadaea bicornis,60,1.77815125,29,1.462397998,1266,3.102433706,536,2.72916479,-1.304757868,-0.563976694,,
Schizophyllum commune,13,1.113943352,11,1.041392685,556,2.745074792,231,2.36361198,-1.738924627,-0.992222516,,
Schizopora paradoxa,44,1.643452676,32,1.505149978,3935,3.594944737,907,2.957607287,-1.259773006,-0.244608489,,
Schizoxylon berkeleyanum,1,0,1,0,4,0.602059991,3,0.477121255,-2.787460475,-2.920297288,,
Scleroderma areolatum,50,1.698970004,23,1.361727836,1322,3.121231455,535,2.728353782,-1.409859645,-0.565008773,,
